ve_num,ve_type,ve_make,ve_year
703,pickup or panel truck with trailer,PLYMOUTH,1994.0
704,passenger car,MERCURY,1989.0
705,passenger car,BMW,1994.0
706,passenger car,KIA,1998.0
707,passenger car,VOLKSWAGEN,1993.0
708,passenger car,SATURN,1995.0
709,schoolbus,FORD,1993.0
710,passenger car,CADILLAC,1997.0
711,pickup or panel truck,MAZDA,2001.0
712,passenger car,NISSAN,1984.0
713,motorcycle or scooter,HARLEY-DAVIDSON,1974.0
714,passenger car,SAAB,1990.0
715,,GMC,1990.0
716,passenger car,FORD,1981.0
717,pickup or panel truck,GMC,1998.0
718,other vehicle,FORD,1994.0
719,passenger car,BMW,1980.0
720,passenger car,JEEP,1987.0
721,other vehicle,FORD,1996.0
722,truck or truck tractor,TOYOTA,2002.0
723,passenger car,OLDSMOBILE,1991.0
724,emergency vehicle,FORD,2000.0
725,pickup or panel truck,MAZDA,1994.0
726,passenger car,PLYMOUTH,1974.0
727,pickup or panel truck,MAZDA,1999.0
728,passenger car,PONTIAC,1989.0
729,passenger car,LEXUS,1996.0
730,passenger car,MAZDA,1995.0
731,passenger car,PONTIAC,1994.0
732,passenger car,VOLVO,1982.0
733,passenger car,MAZDA,1993.0
734,passenger car,VOLVO,1986.0
735,truck or truck tractor,FORD,1985.0
736,pickup or panel truck,FORD,1981.0
737,schoolbus,INTERNATIONAL HARVESTER,1997.0
738,passenger car,PEUGEOT,1982.0
739,passenger car,SAAB,1992.0
740,passenger car,PLYMOUTH,1999.0
741,passenger car,DODGE,1971.0
742,passenger car,BUICK,1999.0
743,truck or truck tractor with trailer,PETERBILT,1998.0
744,passenger car,VOLKSWAGEN,1989.0
745,pickup or panel truck,,1995.0
746,emergency vehicle,CHEVROLET,1995.0
747,passenger car,SUZUKI,1996.0
748,passenger car,MITSUBISHI,1992.0
749,,FORD,2001.0
750,truck or truck tractor with trailer,FREIGHTLINER,1990.0
751,truck or truck tractor with trailer,KENWORTH,1997.0
752,truck or truck tractor with trailer,KENWORTH,2001.0
753,truck or truck tractor with trailer,PETERBILT,2002.0
754,other bus,OTHER - BUS,2002.0
755,passenger car,PONTIAC,2000.0
756,passenger car,INFINITI,1993.0
757,passenger car,KIA,2002.0
758,passenger car,MERCURY,1999.0
759,truck or truck tractor with trailer,INTERNATIONAL HARVESTER,1995.0
760,passenger car,PORSCHE,1986.0
761,passenger car,PORSCHE,1997.0
762,passenger car,DODGE,1984.0
763,pickup or panel truck,DODGE,1989.0
764,passenger car,PLYMOUTH,1972.0
765,truck or truck tractor with trailer,FORD,1983.0
766,pickup or panel truck,TOYOTA,1991.0
767,pickup or panel truck,MAZDA,1987.0
768,passenger car,SUBARU,2001.0
769,passenger car,AMERICAN MOTORS (AMC),1992.0
770,,HYUNDAI,2000.0
771,,FORD,1989.0
772,passenger car,VOLKSWAGEN,1970.0
773,passenger car,MERCURY,1986.0
774,passenger car,GMC,1993.0
775,other vehicle,CHEVROLET,1996.0
776,other vehicle,LAND ROVER,1997.0
777,pickup or panel truck with trailer,CHEVROLET,2001.0
778,passenger car,FORD,1968.0
779,passenger car,MAZDA,1982.0
780,passenger car,CHRYSLER,1987.0
781,passenger car,JEEP,2001.0
782,motorcycle or scooter,SUZUKI,2002.0
783,passenger car,MERCEDES-BENZ,1987.0
784,pickup or panel truck,NISSAN,1990.0
785,truck or truck tractor with trailer,PETERBILT,1996.0
786,passenger car,OLDSMOBILE,1974.0
787,passenger car,PONTIAC,1983.0
788,passenger car,,1998.0
789,,CHEVROLET,1999.0
790,emergency vehicle,CHEVROLET,1999.0
791,passenger car,DODGE,1992.0
792,truck or truck tractor,INTERNATIONAL HARVESTER,2000.0
793,,FORD,2002.0
794,other vehicle,MAZDA,1989.0
795,passenger car,LINCOLN,1987.0
796,passenger car,HYUNDAI,1989.0
797,passenger car,BUICK,1989.0
798,passenger car,MAZDA,1987.0
799,motorcycle or scooter,YAMAHA,1981.0
800,passenger car,SUBARU,2000.0
801,passenger car,JEEP,1991.0
802,pickup or panel truck,FORD,1971.0
803,passenger car,LINCOLN,1995.0
804,pickup or panel truck,GMC,1973.0
805,passenger car,MERCURY,1972.0
806,passenger car,CHRYSLER,1985.0
807,motorcycle or scooter,KAWASAKI,2001.0
808,passenger car,VOLKSWAGEN,1964.0
809,schoolbus,BLUEBIRD (BUS),1990.0
810,passenger car,CHRYSLER,1996.0
811,truck or truck tractor,AUTOCAR,1982.0
812,pickup or panel truck,ISUZU,1994.0
813,pickup or panel truck,NISSAN,1988.0
814,passenger car,SUBARU,1993.0
815,passenger car,VOLKSWAGEN,1971.0
816,pickup or panel truck with trailer,FREIGHTLINER,2002.0
817,passenger car,MERCURY,1988.0
818,passenger car,DODGE,1987.0
819,pickup or panel truck,MITSUBISHI,1987.0
820,passenger car,ACURA,2001.0
821,passenger car,AMERICAN MOTORS (AMC),1978.0
822,passenger car,SATURN,1997.0
823,passenger car,FORD,1967.0
824,passenger car,BMW,1996.0
825,truck or truck tractor with trailer,OTHER - TRUCK,
826,pickup or panel truck,ISUZU,1985.0
827,pickup or panel truck,CHEVROLET,1984.0
828,truck or truck tractor with trailer,FREIGHTLINER,1995.0
829,pickup or panel truck,MAZDA,1997.0
830,motorcycle or scooter,HARLEY-DAVIDSON,2000.0
831,pickup or panel truck,DODGE,1983.0
832,passenger car,KIA,1999.0
833,emergency vehicle,FORD,1994.0
834,pickup or panel truck,CHEVROLET,1992.0
835,,TOYOTA,1994.0
836,pickup or panel truck,GRUMMAN,1981.0
837,passenger car,HYUNDAI,1991.0
838,passenger car,VOLVO,1989.0
839,passenger car,ACURA,1987.0
840,truck or truck tractor,,
841,passenger car,BMW,1999.0
842,motorcycle or scooter,SUZUKI,1998.0
843,pickup or panel truck,GMC,2002.0
844,passenger car,MERCEDES-BENZ,1992.0
845,pickup or panel truck,NISSAN,1998.0
846,pickup or panel truck,TOYOTA,1979.0
847,passenger car,INFINITI,2000.0
848,schoolbus,GILLIG (BUS),1989.0
849,pickup or panel truck,CHEVROLET,1977.0
850,pickup or panel truck,TOYOTA,1997.0
851,passenger car,VOLKSWAGEN,1987.0
852,pickup or panel truck,DODGE,1977.0
853,passenger car,INFINITI,1998.0
854,truck or truck tractor with trailer,PETERBILT,1984.0
855,truck or truck tractor,GMC,1995.0
856,passenger car,CADILLAC,1990.0
857,truck or truck tractor with trailer,INTERNATIONAL HARVESTER,1999.0
858,passenger car,DATSUN,1978.0
859,passenger car,PORSCHE,1990.0
860,pickup or panel truck with trailer,FORD,1999.0
861,pickup or panel truck,DATSUN,1980.0
862,pickup or panel truck with trailer,CHEVROLET,2002.0
863,pickup or panel truck,FORD,1984.0
864,passenger car,SAAB,2001.0
865,passenger car,HYUNDAI,1992.0
866,passenger car,SAAB,1999.0
867,passenger car,MITSUBISHI,1989.0
868,truck or truck tractor with trailer,FREIGHTLINER,1998.0
869,truck or truck tractor,CHEVROLET,1976.0
870,passenger car,GMC,1990.0
871,passenger car,BUICK,1985.0
872,passenger car,CADILLAC,1988.0
873,,TOYOTA,1997.0
874,,MERCEDES-BENZ,1997.0
875,truck or truck tractor,FORD,1991.0
876,passenger car,VOLKSWAGEN,1998.0
877,truck or truck tractor,ISUZU,1998.0
878,other bus,DODGE,1995.0
879,passenger car,VOLKSWAGEN,1985.0
880,pickup or panel truck,CHEVROLET,1979.0
881,truck or truck tractor with trailer,PETERBILT,1995.0
882,passenger car,GMC,1998.0
883,schoolbus,GMC,1995.0
884,passenger car,LEXUS,1997.0
885,pickup or panel truck,MAZDA,1988.0
886,passenger car,MERCEDES-BENZ,1990.0
887,passenger car,MERCURY,1963.0
888,pickup or panel truck with trailer,TOYOTA,1986.0
889,truck or truck tractor with trailer,WHITE,1985.0
890,passenger car,ISUZU,1992.0
891,motorcycle or scooter,CHEVROLET,2000.0
892,schoolbus,FORD,1994.0
893,emergency vehicle,FORD,1996.0
894,motorcycle or scooter,OTHER - MOPED,2001.0
895,passenger car with trailer,JEEP,1999.0
896,other vehicle,HINO,1998.0
897,passenger car,ROLLS ROYCE,1989.0
898,passenger car,ISUZU,1998.0
899,passenger car,BUICK,1995.0
900,passenger car,PONTIAC,1971.0
901,passenger car,PORSCHE,1979.0
902,passenger car,DODGE,1979.0
903,passenger car,SAAB,1987.0
904,motorcycle or scooter,HONDA,2000.0
905,other bus,OTHER - BUS,1995.0
906,truck or truck tractor with trailer,MACK,1995.0
907,,DODGE,1998.0
908,,MERCURY,1965.0
909,passenger car,AMERICAN MOTORS (AMC),1972.0
910,truck or truck tractor,FORD,1988.0
911,passenger car,DODGE,1978.0
912,passenger car,SUBARU,1989.0
913,pickup or panel truck with trailer,FORD,1997.0
914,truck or truck tractor,FREIGHTLINER,2002.0
915,truck or truck tractor with trailer,FREIGHTLINER,1997.0
916,other vehicle,FORD,2001.0
917,passenger car,MITSUBISHI,1993.0
918,passenger car,TOYOTA,1982.0
919,schoolbus,INTERNATIONAL HARVESTER,1996.0
920,truck or truck tractor with trailer,KENWORTH,1980.0
921,passenger car,VOLVO,1999.0
922,truck or truck tractor,PETERBILT,1995.0
923,passenger car,LINCOLN,2000.0
924,passenger car,VOLVO,1994.0
925,passenger car,CADILLAC,1993.0
926,other bus,FORD,1998.0
927,pickup or panel truck,NISSAN,1994.0
928,schoolbus,THOMAS (BUS),1993.0
929,truck or truck tractor,PETERBILT,2001.0
930,passenger car,CHEVROLET,1979.0
931,pickup or panel truck,MAZDA,1989.0
932,passenger car,CHEVROLET,1975.0
933,passenger car,LINCOLN,1988.0
934,pickup or panel truck,OLDSMOBILE,1992.0
935,passenger car,LINCOLN,1978.0
936,passenger car,PLYMOUTH,1996.0
937,pickup or panel truck,CHEVROLET,1974.0
938,passenger car,BROUGHAM,1981.0
939,passenger car,BMW,2002.0
940,pickup or panel truck with trailer,FORD,1993.0
941,passenger car,OLDSMOBILE,
942,passenger car,KIA,2000.0
943,pickup or panel truck,INTERNATIONAL HARVESTER,1996.0
944,pickup or panel truck,TOYOTA,1985.0
945,passenger car,CADILLAC,1962.0
946,emergency vehicle,OTHER - TRUCK,1999.0
947,pickup or panel truck,GMC,1994.0
948,passenger car,JAGUAR,1989.0
949,,FORD,1991.0
950,passenger car,HYUNDAI,1994.0
951,pickup or panel truck with trailer,TOYOTA,1991.0
952,passenger car,MERCURY,1961.0
953,truck or truck tractor with trailer,WESTERN TRUCKS,1989.0
954,passenger car,JEEP,1985.0
955,passenger car,CHEVROLET,1967.0
956,passenger car,MERCEDES-BENZ,1988.0
957,passenger car,AUDI,1998.0
958,motorcycle or scooter,KAWASAKI,2000.0
959,passenger car,VOLVO,1996.0
960,pickup or panel truck,OTHER - TRUCK,1990.0
961,passenger car,AUDI,2000.0
962,passenger car,,1994.0
963,passenger car,PLYMOUTH,1984.0
964,,DODGE,1990.0
965,passenger car,DODGE,1991.0
966,other vehicle,NISSAN,1993.0
967,other vehicle,DODGE,1992.0
968,passenger car,PLYMOUTH,
969,other vehicle,HONDA,1982.0
970,passenger car,PONTIAC,1986.0
971,passenger car,CHRYSLER,1999.0
972,passenger car,LINCOLN,1973.0
973,passenger car,MERCURY,1969.0
974,passenger car,GMC,1980.0
975,truck or truck tractor with trailer,WHITE GMC,1989.0
976,passenger car,SAAB,1989.0
977,passenger car,LAND ROVER,2002.0
978,truck or truck tractor,FORD,1995.0
979,pickup or panel truck,GMC,1969.0
980,passenger car,LINCOLN,1977.0
981,passenger car,PORSCHE,1987.0
982,passenger car,LINCOLN,1993.0
983,motorcycle or scooter,HONDA,1989.0
984,passenger car,,2001.0
985,pickup or panel truck with trailer,DODGE,2001.0
986,passenger car,DATSUN,1971.0
987,passenger car,OTHER - AUTO,2000.0
988,truck or truck tractor,WHITE GMC,1993.0
989,other vehicle,NISSAN,1997.0
990,passenger car,VOLKSWAGEN,1986.0
991,passenger car,HONDA,1977.0
992,passenger car,MAZDA,1986.0
993,passenger car,DATSUN,1973.0
994,passenger car,OLDSMOBILE,1978.0
995,pickup or panel truck,INTERNATIONAL HARVESTER,1985.0
996,pickup or panel truck with trailer,FORD,1996.0
997,passenger car,AUDI,1987.0
998,passenger car,PLYMOUTH,1995.0
999,passenger car with trailer,HONDA,1995.0
1000,other bus,GILLIG (BUS),2001.0
1001,passenger car,,1989.0
1002,passenger car,OTHER - AUTO,1987.0
1003,truck or truck tractor with trailer,OTHER - TRUCK,1990.0
1004,passenger car,CHEVROLET,1973.0
1005,truck or truck tractor,FORD,1997.0
1006,other vehicle,GMC,1994.0
1007,pickup or panel truck,TOYOTA,1982.0
1008,other vehicle,CADILLAC,1991.0
1009,passenger car,MAZDA,1966.0
1010,passenger car,FORD,1966.0
1011,other vehicle,PLYMOUTH,1989.0
1012,passenger car,SUBARU,1984.0
1013,passenger car,BUICK,1994.0
1014,pickup or panel truck,FORD,1990.0
1015,passenger car,SUBARU,1990.0
1016,,TOYOTA,1990.0
1017,,FORD,1998.0
1018,schoolbus,INTERNATIONAL HARVESTER,1991.0
1019,schoolbus,CHEVROLET,1998.0
1020,pickup or panel truck,CHEVROLET,1971.0
1021,pickup or panel truck,TOYOTA,1978.0
1022,pickup or panel truck,MAZDA,1998.0
1023,,MITSUBISHI,2001.0
1024,passenger car,JAGUAR,2000.0
1025,pickup or panel truck,CHEVROLET,1981.0
1026,,HONDA,1988.0
1027,passenger car,CHEVROLET,1970.0
1028,passenger car,VOLVO,1992.0
1029,other vehicle,TOYOTA,1990.0
1030,passenger car,BUICK,1990.0
1031,other bus,OTHER - BUS,1999.0
1032,pickup or panel truck,GMC,
1033,pickup or panel truck,PLYMOUTH,1984.0
1034,passenger car with trailer,CHRYSLER,2001.0
1035,truck or truck tractor with trailer,OTHER - TRUCK,1995.0
1036,passenger car,GMC,1991.0
1037,pickup or panel truck,PLYMOUTH,2000.0
1038,passenger car,MERCEDES-BENZ,1993.0
1039,pickup or panel truck with trailer,DODGE,1997.0
1040,other vehicle,TOYOTA,1986.0
1041,passenger car,,1996.0
1042,other bus,OTHER - BUS,2000.0
1043,other bus,OTHER - BUS,2001.0
1044,passenger car,FORD,1983.0
1045,pickup or panel truck,MAZDA,1980.0
1046,pickup or panel truck,DODGE,1986.0
1047,motorcycle or scooter,KAWASAKI,
1048,,FORD,1999.0
1049,pickup or panel truck with trailer,STRICKLAND,1999.0
1050,passenger car,CADILLAC,1992.0
1051,motorcycle or scooter,HONDA,1992.0
1052,,FORD,1986.0
1053,,FORD,1988.0
1054,,HONDA,2000.0
1055,,SATURN,2000.0
1056,other vehicle,HONDA,2001.0
1057,truck or truck tractor,MITSUBISHI,1996.0
1058,passenger car,MERCEDES-BENZ,1991.0
1059,passenger car,INFINITI,1996.0
1060,,FORD,1985.0
1061,passenger car,MERCEDES-BENZ,
1062,passenger car,SAAB,1988.0
1063,passenger car,MERCEDES-BENZ,1995.0
1064,motorcycle or scooter,KAWASAKI,1998.0
1065,pickup or panel truck,MAZDA,1993.0
1066,truck or truck tractor with trailer,FREIGHTLINER,1993.0
1067,truck or truck tractor with trailer,VOLVO,1999.0
1068,emergency vehicle,CHEVROLET,1997.0
1069,passenger car,CHRYSLER,1979.0
1070,passenger car,GMC,1978.0
1071,pickup or panel truck,NISSAN,1997.0
1072,passenger car,INFINITI,1990.0
1073,pickup or panel truck,CHEVROLET,1969.0
1074,pickup or panel truck,CHEVROLET,1976.0
1075,passenger car,,1980.0
1076,passenger car,MITSUBISHI,1984.0
1077,truck or truck tractor,GMC,2001.0
1078,passenger car,LINCOLN,1989.0
1079,passenger car,OLDSMOBILE,1981.0
1080,schoolbus,INTERNATIONAL HARVESTER,1998.0
1081,passenger car,LAND ROVER,2000.0
1082,pickup or panel truck,FORD,1964.0
1083,passenger car,GMC,1997.0
1084,truck or truck tractor with trailer,FREIGHTLINER,1989.0
1085,passenger car,VOLVO,
1086,passenger car,CADILLAC,
1087,passenger car,CHEVROLET,1955.0
1088,passenger car,JAGUAR,1998.0
1089,passenger car,PLYMOUTH,1994.0
1090,pickup or panel truck,GRUMMAN,1986.0
1091,passenger car,VOLVO,1983.0
1092,passenger car,LINCOLN,1991.0
1093,passenger car,PONTIAC,1967.0
1094,pickup or panel truck,MAZDA,2000.0
1095,passenger car,GMC,1987.0
1096,passenger car,OTHER - AUTO,1980.0
1097,passenger car,ACURA,
1098,passenger car,LINCOLN,1992.0
1099,passenger car,PLYMOUTH,1989.0
1100,pickup or panel truck,CHEVROLET,1972.0
1101,pickup or panel truck,FORD,1977.0
1102,passenger car,CHEVROLET,1974.0
1103,passenger car,SATURN,1992.0
1104,,FORD,1965.0
1105,passenger car,MERCURY,1973.0
1106,passenger car,SUBARU,
1107,pickup or panel truck,DODGE,1990.0
1108,passenger car,GMC,2002.0
1109,passenger car,SUBARU,1986.0
1110,passenger car,VOLKSWAGEN,1983.0
1111,passenger car,FORD,1957.0
1112,schoolbus,THOMAS (BUS),1998.0
1113,passenger car,CHRYSLER,1975.0
1114,motorcycle or scooter,YAMAHA,1999.0
1115,schoolbus,OTHER - BUS,1990.0
1116,truck or truck tractor,,1998.0
1117,pickup or panel truck,MERCURY,2000.0
1118,pickup or panel truck,DATSUN,1981.0
1119,,MERCURY,1994.0
1120,passenger car,BUICK,1986.0
1121,,NISSAN,1999.0
1122,,HONDA,2002.0
1123,passenger car,TOYOTA,1979.0
1124,,HONDA,1996.0
1125,,HYUNDAI,2001.0
1126,passenger car,GMC,1989.0
1127,pickup or panel truck,NISSAN,1999.0
1128,,FORD,1995.0
1129,,MAZDA,1996.0
1130,passenger car,NISSAN,1983.0
1131,passenger car,CHEVROLET,1971.0
1132,passenger car,VOLKSWAGEN,1974.0
1133,passenger car,SAAB,1991.0
1134,passenger car,AMERICAN MOTORS (AMC),1995.0
1135,pickup or panel truck with trailer,DODGE,1995.0
1136,,MERCEDES-BENZ,1978.0
1137,passenger car,LAND ROVER,1996.0
1138,truck or truck tractor with trailer,PETERBILT,1987.0
1139,passenger car,GMC,1982.0
1140,truck or truck tractor,FORD,1984.0
1141,pickup or panel truck,DODGE,1984.0
1142,truck or truck tractor,HINO,1995.0
1143,passenger car,PLYMOUTH,1982.0
1144,truck or truck tractor,FREIGHTLINER,1991.0
1145,pickup or panel truck,DODGE,1995.0
1146,pickup or panel truck,MITSUBISHI,1991.0
1147,passenger car,CADILLAC,1996.0
1148,,PLYMOUTH,1985.0
1149,passenger car,BMW,1987.0
1150,passenger car,DATSUN,1980.0
1151,pickup or panel truck with trailer,GMC,1998.0
1152,passenger car,MAZDA,1984.0
1153,passenger car,VOLVO,1995.0
1154,motorcycle or scooter,OTHER - MOTORCYCLE,2000.0
1155,,HONDA,1992.0
1156,truck or truck tractor,WHITE,1987.0
1157,passenger car,OTHER - TRUCK,1998.0
1158,pickup or panel truck,FORD,1980.0
1159,other vehicle,CHEVROLET,1998.0
1160,pickup or panel truck,ISUZU,1998.0
1161,pickup or panel truck,PLYMOUTH,1990.0
1162,passenger car,AMERICAN MOTORS (AMC),1987.0
1163,other bus,GILLIG (BUS),1997.0
1164,pickup or panel truck,GMC,1989.0
1165,pickup or panel truck,INTERNATIONAL HARVESTER,1991.0
1166,truck or truck tractor with trailer,PETERBILT,1991.0
1167,truck or truck tractor,INTERNATIONAL HARVESTER,1988.0
1168,passenger car,FREIGHTLINER,1997.0
1169,truck or truck tractor with trailer,VOLVO,2000.0
1170,truck or truck tractor,WESTERN TRUCKS,1998.0
1171,other vehicle,OTHER - TRUCK,
1172,,NISSAN,1995.0
1173,pickup or panel truck,OTHER - PICKUP,1993.0
1174,pickup or panel truck,INTERNATIONAL HARVESTER,2000.0
1175,other vehicle,JEEP,1994.0
1176,other bus,,
1177,truck or truck tractor with trailer,INTERNATIONAL HARVESTER,2001.0
1178,passenger car,OLDSMOBILE,1987.0
1179,pickup or panel truck with trailer,GMC,2000.0
1180,truck or truck tractor,FORD,1981.0
1181,passenger car,DATSUN,1976.0
1182,passenger car,WHITE,
1183,truck or truck tractor with trailer,FREIGHTLINER,1982.0
1184,passenger car,CADILLAC,1999.0
1185,other vehicle,GMC,1995.0
1186,pickup or panel truck,JEEP,1997.0
1187,passenger car,SAAB,1986.0
1188,truck or truck tractor,CHEVROLET,1961.0
1189,passenger car,PONTIAC,1987.0
1190,passenger car,JAGUAR,1988.0
1191,passenger car,GMC,1994.0
1192,other vehicle,INTERNATIONAL HARVESTER,
1193,passenger car,CADILLAC,1983.0
1194,passenger car,SAAB,1993.0
1195,pickup or panel truck,CHEVROLET,1982.0
1196,pickup or panel truck with trailer,GMC,1996.0
1197,motorcycle or scooter,SPCNS (SPL CONSTRUCTED VEH),2000.0
1198,pickup or panel truck,MAZDA,1983.0
1199,passenger car,PEUGEOT,1986.0
1200,passenger car with trailer,TOYOTA,1998.0
1201,passenger car,CADILLAC,2002.0
1202,passenger car,LAND ROVER,1995.0
1203,passenger car,VOLVO,1993.0
1204,other vehicle,GMC,1996.0
1205,truck or truck tractor,KENWORTH,1969.0
1206,passenger car,FORD,1970.0
1207,passenger car,AUSTIN,1965.0
1208,passenger car,SUBARU,1998.0
1209,truck or truck tractor,MACK,1990.0
1210,,OTHER - TRUCK,1995.0
1211,other bus,FORD,1997.0
1212,passenger car,CADILLAC,1976.0
1213,passenger car,VOLKSWAGEN,1968.0
1214,passenger car,BMW,1991.0
1215,pickup or panel truck,FORD,1975.0
1216,truck or truck tractor,VOLVO,1996.0
1217,passenger car with trailer,MITSUBISHI,2000.0
1218,passenger car,LINCOLN,1984.0
1219,other vehicle,LINCOLN,1990.0
1220,other vehicle,JEEP,1989.0
1221,other vehicle,JEEP,1983.0
1222,pickup or panel truck with trailer,OTHER - PICKUP,
1223,pickup or panel truck,HONDA,2001.0
